-999.882000 -0.030785
-999.857000 -0.005540
-999.832000 0.008324
-999.807000 -0.002313
-999.782000 -0.000586
-999.757000 -0.001443
-999.732000 -0.002146
-999.707000 0.000264
-999.682000 0.000656
-999.657000 0.000634
-999.632000 -0.001414
-999.607000 -0.000685
-999.582000 0.000561
-999.557000 -0.000033
-999.532000 0.000669
-999.507000 0.000592
-999.482000 -0.000696
-999.457000 -0.000696
-999.432000 -0.000516
-999.407000 -0.000475
-999.382000 0.000168
-999.357000 0.000145
-999.332000 -0.000007
-999.307000 -0.000408
-999.282000 -0.000987
-999.257000 0.000246
-999.232000 0.000990
-999.207000 0.000036
-999.182000 0.000363
-999.157000 0.000774
-999.132000 -0.000140
-999.107000 -0.000408
-999.082000 -0.000128
-999.057000 0.000379
-999.032000 0.000499
-999.007000 -0.000183
-998.982000 -0.000321
-998.957000 -0.000115
-998.932000 -0.000232
-998.907000 -0.000402
-998.882000 -0.000412
-998.857000 -0.000044
-998.832000 -0.000304
-998.807000 -0.000097
-998.782000 0.000588
-998.757000 -0.000116
-998.732000 0.000399
-998.707000 0.000665
-998.682000 -0.000869
-998.657000 -0.000932
-998.632000 0.000377
-998.607000 0.000960
-998.582000 -0.000361
-998.557000 -0.001213
-998.532000 -0.000302
-998.507000 0.000486
-998.482000 0.000417
-998.457000 -0.000392
-998.432000 0.000294
-998.407000 0.001161
-998.382000 -0.000050
-998.357000 0.000004
-998.332000 0.000892
-998.307000 -0.000296
-998.282000 -0.001284
-998.257000 -0.000658
-998.232000 0.000192
-998.207000 0.000128
-998.182000 -0.000944
-998.157000 -0.000031
-998.132000 0.001415
-998.107000 -0.000610
-998.082000 -0.001108
-998.057000 0.001173
-998.032000 0.000650
-998.007000 -0.000142
-997.982000 0.001009
-997.957000 0.000424
-997.932000 -0.001354
-997.907000 -0.000428
-997.882000 0.000640
-997.857000 -0.001035
-997.832000 -0.000765
-997.807000 0.000996
-997.782000 -0.000091
-997.757000 -0.000487
-997.732000 0.000890
-997.707000 0.000190
-997.682000 -0.000592
-997.657000 0.000131
-997.632000 -0.000246
-997.607000 -0.000636
-997.582000 0.000149
-997.557000 0.000771
-997.532000 0.001224
-997.507000 0.000818
-997.482000 0.000014
-997.457000 0.000205
-997.432000 0.000386
-997.407000 -0.000373
-997.382000 -0.000417
-997.357000 0.000138
-997.332000 0.000822
-997.307000 0.000927
-997.282000 -0.000231
-997.257000 -0.000152
-997.232000 -0.000304
-997.207000 -0.000757
-997.182000 0.000656
-997.157000 0.000291
-997.132000 -0.000885
-997.107000 -0.000277
-997.082000 0.000069
-997.057000 0.000168
-997.032000 0.000613
-997.007000 0.000195
-996.982000 -0.000486
-996.957000 -0.000299
-996.932000 0.000349
-996.907000 0.000309
-996.882000 -0.000448
-996.857000 -0.000113
-996.832000 0.000381
-996.807000 -0.000138
-996.782000 -0.000270
-996.757000 -0.000766
-996.732000 -0.000723
-996.707000 0.000294
-996.682000 -0.000159
-996.657000 -0.000686
-996.632000 0.000332
-996.607000 0.001267
-996.582000 0.000501
-996.557000 -0.000577
-996.532000 -0.000250
-996.507000 0.000361
-996.482000 0.000118
-996.457000 -0.000115
-996.432000 0.000151
-996.407000 0.000415
-996.382000 -0.000110
-996.357000 0.000049
-996.332000 0.000860
-996.307000 0.000300
-996.282000 0.000098
-996.257000 -0.000061
-996.232000 -0.000634
-996.207000 0.000125
-996.182000 0.000052
-996.157000 -0.000135
-996.132000 -0.000074
-996.107000 -0.001117
-996.082000 -0.000222
-996.057000 0.000735
-996.032000 -0.000287
-996.007000 -0.000080
-995.982000 0.000480
-995.957000 -0.000087
-995.932000 -0.000504
-995.907000 -0.000230
-995.882000 0.000854
-995.857000 0.001075
-995.832000 -0.000205
-995.807000 -0.000639
-995.782000 -0.000179
-995.757000 -0.000213
-995.732000 -0.000155
-995.707000 -0.000067
-995.682000 -0.000734
-995.657000 -0.000213
-995.632000 0.001000
-995.607000 -0.000247
-995.582000 -0.001000
-995.557000 -0.000145
-995.532000 0.000221
-995.507000 0.000671
-995.482000 -0.000183
-995.457000 -0.000293
-995.432000 0.000914
-995.407000 0.000746
-995.382000 0.000547
-995.357000 -0.000129
-995.332000 -0.000989
-995.307000 0.000088
-995.282000 0.000951
-995.257000 -0.000247
-995.232000 -0.000969
-995.207000 -0.000143
-995.182000 0.000985
-995.157000 0.000540
-995.132000 -0.000190
-995.107000 0.000201
-995.082000 -0.000221
-995.057000 -0.000371
-995.032000 -0.000228
-995.007000 -0.000298
-994.982000 0.000367
-994.957000 -0.000047
-994.932000 -0.000660
-994.907000 -0.000194
-994.882000 0.000229
-994.857000 -0.000092
-994.832000 -0.000276
-994.807000 -0.000270
-994.782000 -0.000465
-994.757000 -0.000001
-994.732000 0.000650
-994.707000 0.000430
-994.682000 0.000005
-994.657000 -0.000241
-994.632000 -0.000287
-994.607000 0.000003
-994.582000 0.000075
-994.557000 -0.000208
-994.532000 0.000177
-994.507000 -0.000086
-994.482000 -0.000789
-994.457000 0.000169
-994.432000 0.000097
-994.407000 -0.000924
-994.382000 -0.000680
-994.357000 -0.000637
-994.332000 -0.000579
-994.307000 0.000269
-994.282000 0.000186
-994.257000 -0.001051
-994.232000 -0.000778
-994.207000 0.000106
-994.182000 -0.000602
-994.157000 -0.000247
-994.132000 0.000353
-994.107000 -0.000048
-994.082000 -0.000437
-994.057000 -0.001530
-994.032000 -0.001396
-994.007000 -0.000478
-993.982000 -0.000697
-993.957000 -0.000791
-993.932000 -0.000596
-993.907000 -0.000885
-993.882000 -0.000820
-993.857000 0.000488
-993.832000 0.001027
-993.807000 -0.000189
-993.782000 -0.000872
-993.757000 -0.000155
-993.732000 0.000268
-993.707000 -0.000333
-993.682000 -0.000070
-993.657000 0.000452
-993.632000 -0.000147
-993.607000 0.000219
-993.582000 0.000765
-993.557000 -0.000807
-993.532000 -0.001182
-993.507000 0.000184
-993.482000 -0.000066
-993.457000 0.000398
-993.432000 0.000660
-993.407000 -0.000039
-993.382000 0.000846
-993.357000 0.000883
-993.332000 0.000663
-993.307000 0.000761
-993.282000 -0.000008
-993.257000 -0.000665
-993.232000 -0.000468
-993.207000 0.000505
-993.182000 0.000650
-993.157000 -0.000243
-993.132000 -0.000470
-993.107000 -0.000092
-993.082000 0.000529
-993.057000 0.000057
-993.032000 -0.000935
-993.007000 -0.000434
-992.982000 0.000469
-992.957000 0.000304
-992.932000 -0.000342
-992.907000 0.000084
-992.882000 0.000743
-992.857000 -0.000072
-992.832000 -0.000200
-992.807000 0.000562
-992.782000 0.000365
-992.757000 -0.000145
-992.732000 0.000008
-992.707000 0.000524
-992.682000 0.000135
-992.657000 -0.000453
-992.632000 -0.000295
-992.607000 -0.000543
-992.582000 -0.000410
-992.557000 0.000196
-992.532000 -0.000306
-992.507000 0.000038
-992.482000 0.000906
-992.457000 0.000142
-992.432000 -0.000414
-992.407000 -0.000361
-992.382000 -0.000843
-992.357000 -0.000426
-992.332000 0.000716
-992.307000 0.000649
-992.282000 -0.000796
-992.257000 -0.001301
-992.232000 -0.000387
-992.207000 -0.000230
-992.182000 0.000014
-992.157000 0.000454
-992.132000 -0.001068
-992.107000 -0.000322
-992.082000 0.001670
-992.057000 0.000656
-992.032000 0.000127
-992.007000 0.000098
-991.982000 -0.000588
-991.957000 -0.000079
-991.932000 0.000276
-991.907000 0.000276
-991.882000 0.000365
-991.857000 0.000007
-991.832000 0.000249
-991.807000 0.000020
-991.782000 -0.000440
-991.757000 0.000148
-991.732000 0.000150
-991.707000 -0.000291
-991.682000 -0.000494
-991.657000 -0.000777
-991.632000 -0.000726
-991.607000 -0.000359
-991.582000 0.000949
-991.557000 0.001060
-991.532000 -0.000438
-991.507000 -0.000668
-991.482000 -0.000377
-991.457000 -0.000290
