LECROYWM813Zi	51496	Waveform
Segments	1	SegmentSize	4002
Segment	TrigTime	TimeSinceSegment1
#1	30-Nov-2018 17:26:12	0                 
Time	Ampl
-5.000534e-008	0.00139161
-4.998034e-008	0.005896
-4.995534e-008	0.000378422
-4.993034e-008	-0.000500485
-4.990534e-008	0.00402832
-4.988034e-008	0.00351563
-4.985534e-008	0.000183109
-4.983034e-008	-0.000158688
-4.980534e-008	-0.000659176
-4.978034e-008	-0.00482177
-4.975534e-008	-0.00532226
-4.973034e-008	-0.00515136
-4.970534e-008	-0.00474853
-4.968034e-008	-0.00621338
-4.965534e-008	-0.00629882
-4.963034e-008	-0.000927731
-4.960534e-008	-0.00068359
-4.958034e-008	0.00118409
-4.955534e-008	0.00187989
-4.953034e-008	-0.00531005
-4.950534e-008	-0.00627441
-4.948034e-008	-0.00289306
-4.945534e-008	-0.00377197
-4.943034e-008	-0.00356445
-4.940534e-008	0.0015503
-4.938034e-008	0.00615235
-4.935534e-008	0.00177002
-4.933034e-008	-0.00631103
-4.930534e-008	-0.00322265
-4.928034e-008	0.0015625
-4.925534e-008	0.000488285
-4.923034e-008	0.000939945
-4.920534e-008	-0.00270996
-4.918034e-008	-0.00524902
-4.915534e-008	0.00124512
-4.913034e-008	0.00394287
-4.910534e-008	0.00136719
-4.908034e-008	-0.000512692
-4.905534e-008	-0.00177002
-4.903034e-008	0.00219727
-4.900534e-008	0.000524906
-4.898034e-008	-0.00788574
-4.895534e-008	-0.00617675
-4.893034e-008	-0.000476071
-4.890534e-008	0.00113526
-4.888034e-008	0.000976566
-4.885534e-008	-0.00238037
-4.883034e-008	-0.00395507
-4.880534e-008	0.00112305
-4.878034e-008	0.000891117
-4.875534e-008	-0.00391845
-4.873034e-008	-0.00373535
-4.870534e-008	-0.0029541
-4.868034e-008	0.000170902
-4.865534e-008	-0.00123291
-4.863034e-008	-0.003833
-4.860534e-008	0.000695805
-4.858034e-008	-0.00126953
-4.855534e-008	-0.00523681
-4.853034e-008	-0.00461425
-4.850534e-008	-0.00150146
-4.848034e-008	0.0015503
-4.845534e-008	0.00054932
-4.843034e-008	-0.00207519
-4.840534e-008	-0.000292965
-4.838034e-008	0.00269776
-4.835534e-008	-0.00617675
-4.833034e-008	-0.00950927
-4.830534e-008	-0.00388183
-4.828034e-008	-0.00650634
-4.825534e-008	-0.00411377
-4.823034e-008	0.000537113
-4.820534e-008	0.000207523
-4.818034e-008	-0.00158691
-4.815534e-008	-0.00292968
-4.813034e-008	-0.000585934
-4.810534e-008	0.000244144
-4.808034e-008	0.00334473
-4.805534e-008	0.00101319
-4.803034e-008	-0.00706787
-4.800534e-008	-0.00418701
-4.798034e-008	-0.000866696
-4.795534e-008	0.000622562
-4.793034e-008	0.00152588
-4.790534e-008	-0.0012207
-4.788034e-008	0.00216065
-4.785534e-008	0.00305176
-4.783034e-008	0.00255127
-4.780534e-008	0.00531006
-4.778034e-008	-0.000976559
-4.775534e-008	-0.0053833
-4.773034e-008	-0.00150146
-4.770534e-008	-0.000366207
-4.768034e-008	0.002771
-4.765534e-008	0.00704346
-4.763034e-008	0.00158692
-4.760534e-008	-0.003479
-4.758034e-008	-0.00158691
-4.755534e-008	-0.00216064
-4.753034e-008	-0.00571289
-4.750534e-008	-0.00441894
-4.748034e-008	0.0024292
-4.745534e-008	0.00513916
-4.743034e-008	0.00354004
-4.740534e-008	0.00291748
-4.738034e-008	0.00487061
-4.735534e-008	0.00406495
-4.733034e-008	-0.000671383
-4.730534e-008	-0.00144043
-4.728034e-008	-0.00217285
-4.725534e-008	-0.00126953
-4.723034e-008	-0.00216064
-4.720534e-008	-0.00798339
-4.718034e-008	-0.0067749
