LECROYWM813Zi	51496	Waveform
Segments	1	SegmentSize	4002
Segment	TrigTime	TimeSinceSegment1
#1	30-Nov-2018 17:24:45	0                 
Time	Ampl
-5.002422e-008	0.0285645
-4.999922e-008	0.0208252
-4.997422e-008	0.0141846
-4.994922e-008	0.0165283
-4.992422e-008	0.0155029
-4.989922e-008	0.0154297
-4.987422e-008	0.0220703
-4.984922e-008	0.0215332
-4.982422e-008	0.0259766
-4.979922e-008	0.0210938
-4.977422e-008	0.0138672
-4.974922e-008	0.0246338
-4.972422e-008	0.0170899
-4.969922e-008	0.00949708
-4.967422e-008	0.0219971
-4.964922e-008	0.0228027
-4.962422e-008	0.0223633
-4.959922e-008	0.0223877
-4.957422e-008	0.0144531
-4.954922e-008	0.0195068
-4.952422e-008	0.0250733
-4.949922e-008	0.0209473
-4.947422e-008	0.0302734
-4.944922e-008	0.0362305
-4.942422e-008	0.018042
-4.939922e-008	0.00351563
-4.937422e-008	0.00598145
-4.934922e-008	0.0182373
-4.932422e-008	0.0303955
-4.929922e-008	0.0235352
-4.927422e-008	0.00576173
-4.924922e-008	0.0118164
-4.922422e-008	0.036377
-4.919922e-008	0.0313965
-4.917422e-008	0.0118408
-4.914922e-008	0.0107422
-4.912422e-008	0.0175293
-4.909922e-008	0.033667
-4.907422e-008	0.0345215
-4.904922e-008	0.0255371
-4.902422e-008	0.0247559
-4.899922e-008	0.0110352
-4.897422e-008	0.0158691
-4.894922e-008	0.0349365
-4.892422e-008	0.0310303
-4.889922e-008	0.0102051
-4.887422e-008	0.00158692
-4.884922e-008	0.0267334
-4.882422e-008	0.0320313
-4.879922e-008	0.0245606
-4.877422e-008	0.0390381
-4.874922e-008	0.0290772
-4.872422e-008	0.0217041
-4.869922e-008	0.030127
-4.867422e-008	0.0202637
-4.864922e-008	0.0275391
-4.862422e-008	0.035669
-4.859922e-008	0.0102539
-4.857422e-008	0.00151368
-4.854922e-008	0.0121582
-4.852422e-008	0.0100342
-4.849922e-008	0.0200928
-4.847422e-008	0.0280029
-4.844922e-008	0.00888673
-4.842422e-008	0.00664063
-4.839922e-008	0.0272461
-4.837422e-008	0.0365967
-4.834922e-008	0.0348145
-4.832422e-008	0.0265381
-4.829922e-008	0.0201904
-4.827422e-008	0.0179932
-4.824922e-008	0.0165283
-4.822422e-008	0.0226318
-4.819922e-008	0.0201172
-4.817422e-008	0.0109375
-4.814922e-008	0.0121338
-4.812422e-008	0.0118652
-4.809922e-008	0.0154785
-4.807422e-008	0.0268066
-4.804922e-008	0.0304688
-4.802422e-008	0.0254395
-4.799922e-008	0.0126465
-4.797422e-008	0.00957032
-4.794922e-008	0.0287109
-4.792422e-008	0.0416748
-4.789922e-008	0.0323731
-4.787422e-008	0.0108399
-4.784922e-008	0.00312501
-4.782422e-008	0.0164551
-4.779922e-008	0.0164795
-4.777422e-008	0.0121338
-4.774922e-008	0.0214111
-4.772422e-008	0.0189941
-4.769922e-008	0.0148926
-4.767422e-008	0.022168
-4.764922e-008	0.0333496
-4.762422e-008	0.0366211
-4.759922e-008	0.0146484
-4.757422e-008	0.00834962
-4.754922e-008	0.0232666
-4.752422e-008	0.0185791
-4.749922e-008	0.0210693
-4.747422e-008	0.021582
-4.744922e-008	0.0124512
-4.742422e-008	0.0255859
-4.739922e-008	0.0291992
-4.737422e-008	0.0158203
-4.734922e-008	0.0110596
-4.732422e-008	0.0177734
-4.729922e-008	0.0320801
-4.727422e-008	0.0304932
-4.724922e-008	0.0188965
-4.722422e-008	0.0211182
-4.719922e-008	0.0145508
-4.717422e-008	0.00344239
-4.714922e-008	0.0140869
-4.712422e-008	0.0261231
-4.709922e-008	0.0340576
-4.707422e-008	0.0323242
-4.704922e-008	0.0217041
-4.702422e-008	0.0227539
-4.699922e-008	0.0185303
-4.697422e-008	0.0199707
-4.694922e-008	0.0327637
-4.692422e-008	0.0272217
-4.689922e-008	0.0234131
-4.687422e-008	0.0295166
-4.684922e-008	0.0266846
-4.682422e-008	0.0285645
-4.679922e-008	0.0273682
-4.677422e-008	0.0216553
-4.674922e-008	0.0332764
-4.672422e-008	0.0314209
-4.669922e-008	0.0187744
-4.667422e-008	0.0169922
-4.664922e-008	0.0149414
-4.662422e-008	0.0208984
-4.659922e-008	0.0131104
-4.657422e-008	0.00764161
-4.654922e-008	0.0226563
-4.652422e-008	0.0198242
-4.649922e-008	0.0122559
-4.647422e-008	0.0120606
-4.644922e-008	0.0264404
-4.642422e-008	0.0416016
-4.639922e-008	0.0273438
-4.637422e-008	0.0167725
-4.634922e-008	0.0166748
-4.632422e-008	0.0190186
-4.629922e-008	0.023999
-4.627422e-008	0.0208252
-4.624922e-008	0.027124
-4.622422e-008	0.035791
-4.619922e-008	0.0332764
-4.617422e-008	0.0311768
-4.614922e-008	0.0236328
-4.612422e-008	0.0112305
-4.609922e-008	0.016333
-4.607422e-008	0.0273438
-4.604922e-008	0.0220459
-4.602422e-008	0.0198242
-4.599922e-008	0.0195068
