LECROYWM813Zi	51496	Waveform
Segments	1	SegmentSize	4002
Segment	TrigTime	TimeSinceSegment1
#1	30-Nov-2018 17:10:40	0                 
Time	Ampl
-5.002142e-008	0.00871583
-4.999642e-008	0.0135254
-4.997142e-008	0.0249512
-4.994642e-008	0.0312744
-4.992142e-008	0.0307861
-4.989642e-008	0.0144531
-4.987142e-008	0.00908204
-4.984642e-008	0.0191406
-4.982142e-008	0.0113037
-4.979642e-008	0.0152588
-4.977142e-008	0.0312744
-4.974642e-008	0.0279053
-4.972142e-008	0.030127
-4.969642e-008	0.0234131
-4.967142e-008	0.0127686
-4.964642e-008	0.0299805
-4.962142e-008	0.0288818
-4.959642e-008	0.016626
-4.957142e-008	0.0140381
-4.954642e-008	0.00441895
-4.952142e-008	0.0175537
-4.949642e-008	0.0219482
-4.947142e-008	0.0148438
-4.944642e-008	0.0318359
-4.942142e-008	0.0184082
-4.939642e-008	0.00944825
-4.937142e-008	0.0322022
-4.934642e-008	0.0210938
-4.932142e-008	0.0123047
-4.929642e-008	0.0311279
-4.927142e-008	0.0366943
-4.924642e-008	0.0295654
-4.922142e-008	0.0253662
-4.919642e-008	0.0220459
-4.917142e-008	0.0224854
-4.914642e-008	0.0264404
-4.912142e-008	0.0159668
-4.909642e-008	-0.000219719
-4.907142e-008	0.0072754
-4.904642e-008	0.0298096
-4.902142e-008	0.0218018
-4.899642e-008	0.00998536
-4.897142e-008	0.0278565
-4.894642e-008	0.0224854
-4.892142e-008	0.0143311
-4.889642e-008	0.0254639
-4.887142e-008	0.0277344
-4.884642e-008	0.0239502
-4.882142e-008	0.00817872
-4.879642e-008	0.019043
-4.877142e-008	0.0339844
-4.874642e-008	0.0138672
-4.872142e-008	0.0149414
-4.869642e-008	0.0206055
-4.867142e-008	0.0187012
-4.864642e-008	0.0227051
-4.862142e-008	0.0138184
-4.859642e-008	0.013794
-4.857142e-008	0.0252686
-4.854642e-008	0.0312744
-4.852142e-008	0.0206299
-4.849642e-008	0.00107423
-4.847142e-008	0.00942384
-4.844642e-008	0.0284424
-4.842142e-008	0.0144775
-4.839642e-008	0.00869141
-4.837142e-008	0.0283447
-4.834642e-008	0.0181152
-4.832142e-008	0.0123291
-4.829642e-008	0.0275879
-4.827142e-008	0.0272217
-4.824642e-008	0.025415
-4.822142e-008	0.0166504
-4.819642e-008	0.0149902
-4.817142e-008	0.023169
-4.814642e-008	0.0175537
-4.812142e-008	0.0218506
-4.809642e-008	0.0280274
-4.807142e-008	0.0213379
-4.804642e-008	0.0141602
-4.802142e-008	-0.000561516
-4.799642e-008	0.00476075
-4.797142e-008	0.0218506
-4.794642e-008	0.0109375
-4.792142e-008	0.0160645
-4.789642e-008	0.0291992
-4.787142e-008	0.0255371
-4.784642e-008	0.0228272
-4.782142e-008	0.0219971
-4.779642e-008	0.0370117
-4.777142e-008	0.0302002
-4.774642e-008	0.0167236
-4.772142e-008	0.0249268
-4.769642e-008	0.0224365
-4.767142e-008	0.029541
-4.764642e-008	0.0304932
-4.762142e-008	0.0241211
-4.759642e-008	0.0232422
-4.757142e-008	0.017627
-4.754642e-008	0.0273926
-4.752142e-008	0.0265625
-4.749642e-008	0.00805665
-4.747142e-008	0.00351563
-4.744642e-008	0.0176514
-4.742142e-008	0.0304443
-4.739642e-008	0.021167
-4.737142e-008	0.0150635
-4.734642e-008	0.0289795
-4.732142e-008	0.0317871
-4.729642e-008	0.0183106
-4.727142e-008	0.0174072
-4.724642e-008	0.0258057
-4.722142e-008	0.0196777
-4.719642e-008	0.0163818
-4.717142e-008	0.0330322
-4.714642e-008	0.0360352
-4.712142e-008	0.0292236
-4.709642e-008	0.0207031
-4.707142e-008	0.0116699
-4.704642e-008	0.0352783
-4.702142e-008	0.0341065
-4.699642e-008	0.0104981
-4.697142e-008	0.0198242
-4.694642e-008	0.019043
-4.692142e-008	0.0259277
-4.689642e-008	0.0337158
-4.687142e-008	0.0163818
-4.684642e-008	0.0179932
-4.682142e-008	0.0239014
-4.679642e-008	0.0196533
-4.677142e-008	0.0168945
-4.674642e-008	0.0182861
-4.672142e-008	0.0289795
-4.669642e-008	0.0291748
-4.667142e-008	0.0228272
-4.664642e-008	0.0225342
-4.662142e-008	0.0140137
-4.659642e-008	0.0192871
-4.657142e-008	0.0341553
-4.654642e-008	0.0238525
-4.652142e-008	0.0229492
-4.649642e-008	0.025415
-4.647142e-008	0.0109131
-4.644642e-008	0.019043
-4.642142e-008	0.0212158
-4.639642e-008	0.00754395
-4.637142e-008	0.0144531
-4.634642e-008	0.0226563
-4.632142e-008	0.0228027
-4.629642e-008	0.0187744
-4.627142e-008	0.0207764
-4.624642e-008	0.0293945
-4.622142e-008	0.019458
-4.619642e-008	0.013794
-4.617142e-008	0.0225586
-4.614642e-008	0.0229981
-4.612142e-008	0.0227295
-4.609642e-008	0.0165772
-4.607142e-008	0.00981446
-4.604642e-008	0.0173828
-4.602142e-008	0.0233887
-4.599642e-008	0.0154053
-4.597142e-008	0.00666505
-4.594642e-008	0.014917
-4.592142e-008	0.0208252
-4.589642e-008	0.0176514
-4.587142e-008	0.0198975
-4.584642e-008	0.0222168
-4.582142e-008	0.0243897
-4.579642e-008	0.0218506
-4.577142e-008	0.0183106
-4.574642e-008	0.0184326
-4.572142e-008	0.0215576
-4.569642e-008	0.0261231
-4.567142e-008	0.0128418
-4.564642e-008	0.00104981
-4.562142e-008	0.0115479
-4.559642e-008	0.0208008
-4.557142e-008	0.017749
-4.554642e-008	0.00690919
-4.552142e-008	0.00512696
-4.549642e-008	0.0175537
-4.547142e-008	0.0272705
-4.544642e-008	0.0214356
-4.542142e-008	0.00324708
-4.539642e-008	0.00371095
-4.537142e-008	0.0264893
-4.534642e-008	0.037207
-4.532142e-008	0.0298096
-4.529642e-008	0.0188477
-4.527142e-008	0.0115723
-4.524642e-008	0.0192139
-4.522142e-008	0.0320068
-4.519642e-008	0.0246826
-4.517142e-008	0.0119873
-4.514642e-008	0.0114258
-4.512142e-008	0.0141602
-4.509642e-008	0.0202881
-4.507142e-008	0.0366699
-4.504642e-008	0.0431641
-4.502142e-008	0.0148926
-4.499642e-008	0.00373536
-4.497142e-008	0.0234131
-4.494642e-008	0.0159912
-4.492142e-008	0.0161133
-4.489642e-008	0.0344971
-4.487142e-008	0.0279297
-4.484642e-008	0.0168701
-4.482142e-008	0.0172363
-4.479642e-008	0.0244629
-4.477142e-008	0.0245606
-4.474642e-008	0.0238525
-4.472142e-008	0.0288818
-4.469642e-008	0.0257324
-4.467142e-008	0.0273193
-4.464642e-008	0.018457
-4.462142e-008	0.00253907
-4.459642e-008	0.0127686
-4.457142e-008	0.0229736
-4.454642e-008	0.0148682
-4.452142e-008	0.0148682
-4.449642e-008	0.0229492
-4.447142e-008	0.0194336
-4.444642e-008	0.0179932
-4.442142e-008	0.0161621
-4.439642e-008	0.0134522
-4.437142e-008	0.0230957
-4.434642e-008	0.0215088
-4.432142e-008	0.0165039
-4.429642e-008	0.0209717
-4.427142e-008	0.0293213
-4.424642e-008	0.0394287
-4.422142e-008	0.0278809
-4.419642e-008	0.0157227
-4.417142e-008	0.0202881
-4.414642e-008	0.0206543
-4.412142e-008	0.0265869
-4.409642e-008	0.0331543
-4.407142e-008	0.0342041
-4.404642e-008	0.0294678
-4.402142e-008	0.0182617
-4.399642e-008	0.0208496
-4.397142e-008	0.0223389
-4.394642e-008	0.0218262
-4.392142e-008	0.0306397
-4.389642e-008	0.0296631
-4.387142e-008	0.0297363
-4.384642e-008	0.0276611
-4.382142e-008	0.0190918
-4.379642e-008	0.0242188
-4.377142e-008	0.0270264
-4.374642e-008	0.0194336
-4.372142e-008	0.0264893
-4.369642e-008	0.0354492
-4.367142e-008	0.0257813
-4.364642e-008	0.0270752
-4.362142e-008	0.0284424
-4.359642e-008	0.0161865
