LECROYWM813Zi	51496	Waveform
Segments	1	SegmentSize	4002
Segment	TrigTime	TimeSinceSegment1
#1	30-Nov-2018 16:53:01	0                 
Time	Ampl
-5.000331e-008	0.00123291
-4.997831e-008	0.00422364
-4.995331e-008	0.00283204
-4.992831e-008	0.000805668
-4.990331e-008	-0.00516357
-4.987831e-008	-0.00454101
-4.985331e-008	-0.000183102
-4.982831e-008	-0.00480957
-4.980331e-008	-0.000524899
-4.977831e-008	0.00075684
-4.975331e-008	-0.0031372
-4.972831e-008	0.00377198
-4.970331e-008	0.00262452
-4.967831e-008	-0.00146484
-4.965331e-008	0.00233155
-4.962831e-008	0.00231934
-4.960331e-008	0.00191651
-4.957831e-008	0.00180664
-4.955331e-008	-0.000402828
-4.952831e-008	0.00153809
-4.950331e-008	0.00515137
-4.947831e-008	0.00549317
-4.945331e-008	0.000720219
-4.942831e-008	-0.00119629
-4.940331e-008	0.00134278
-4.937831e-008	0.00208741
-4.935331e-008	0.00579834
-4.932831e-008	0.00677491
-4.930331e-008	0.00465088
-4.927831e-008	0.0032959
-4.925331e-008	0.00162354
-4.922831e-008	-0.00162353
-4.920331e-008	-0.00760498
-4.917831e-008	-0.00288086
-4.915331e-008	-0.000158688
-4.912831e-008	-0.00581054
-4.910331e-008	-0.00262451
-4.907831e-008	-0.00249023
-4.905331e-008	-0.000915524
-4.902831e-008	0.00391846
-4.900331e-008	-0.00200195
-4.897831e-008	-0.00494384
-4.895331e-008	-0.000366207
-4.892831e-008	0.00244141
-4.890331e-008	0.000366215
-4.887831e-008	0.000585941
-4.885331e-008	0.00550537
-4.882831e-008	0.00447998
-4.880331e-008	-0.000878903
-4.877831e-008	-0.00446777
-4.875331e-008	-0.00222168
-4.872831e-008	0.00247803
-4.870331e-008	0.00218506
-4.867831e-008	0.00240479
-4.865331e-008	0.00230713
-4.862831e-008	-0.00142822
-4.860331e-008	-0.00206298
-4.857831e-008	0.000476078
-4.855331e-008	-0.000244137
-4.852831e-008	-1.22033e-005
-4.850331e-008	0.00194092
-4.847831e-008	-0.000915524
-4.845331e-008	-0.00412597
-4.842831e-008	-0.00703125
-4.840331e-008	-0.00429687
-4.837831e-008	0.00657959
-4.835331e-008	0.00683594
-4.832831e-008	-0.00102539
-4.830331e-008	-0.0024292
-4.827831e-008	-0.00317382
-4.825331e-008	-0.00290527
-4.822831e-008	0.0010376
-4.820331e-008	0.0031128
-4.817831e-008	0.0041626
-4.815331e-008	0.00170899
-4.812831e-008	-0.00294189
-4.810331e-008	-0.00485839
